Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-02-02 16:01:00-05:00,0.18,0.25,42.56
2023-04-27 16:03:00-04:00,0.21,0.31,46.36
2023-08-03 16:01:00-04:00,0.35,0.65,85.73
2023-10-26 16:01:00-04:00,0.58,0.94,60.85
2024-02-01 16:00:00-05:00,0.8,1.0,24.55
2024-04-30 16:01:00-04:00,0.83,0.98,17.91
2024-08-01 16:01:00-04:00,1.03,1.26,22.58
2024-10-31 16:01:00-04:00,1.14,1.43,25.17
2025-02-06 16:01:00-05:00,1.49,1.86,24.47
2025-05-01 16:01:00-04:00,1.36,1.59,16.73
