Date,Close,High,Low,Open,Volume
1970-01-01 00:00:00.000000014,0.0003699126245468032,0.0031176489571665966,0.00046342156708129023,0.0027209204819759747,0.20581697774602187
1970-01-01 00:00:00.000000014,0.003580803312805053,0.002085645451133808,0.0015472453622130122,0.0006712117323774552,0.22670102046632012
1970-01-01 00:00:00.000000014,0.0,0.0,0.000852102319056719,0.00012269550586928302,0.1974006675220364
1970-01-01 00:00:00.000000014,0.004394628020322505,0.0032186833991264957,0.0,0.0,0.20843521547116461
1970-01-01 00:00:00.000000015,0.010083971393451921,0.010767429058938432,0.008274403449964732,0.005846014799930299,0.2773747284108332
1970-01-01 00:00:00.000000015,0.012162913081532958,0.010089052982220473,0.010748506203052816,0.0074554692781321485,0.19387887018906635
1970-01-01 00:00:00.000000015,0.012843555697401962,0.01056536017501862,0.011428693954831703,0.00985883099458075,0.1724603372084456
1970-01-01 00:00:00.000000016,0.016616723735080052,0.014960372165184671,0.010897994961620777,0.0117353302521339,0.31016560162473916
1970-01-01 00:00:00.000000016,0.0194872931154038,0.017017166364227496,0.015928426056947748,0.013020005747953381,0.23779603740458755
1970-01-01 00:00:00.000000017,0.025428176790999804,0.02283388711976525,0.02141479394531108,0.017501950198468202,0.2821503884611268
1970-01-01 00:00:00.000000017,0.023023716508921446,0.02388030936938837,0.02427757032201834,0.0230448329006767,0.23246990103937154
1970-01-01 00:00:00.000000016,0.018495906396950493,0.019001777373401404,0.02015906271125774,0.01849071381342085,0.24171957124011467
1970-01-01 00:00:00.000000017,0.02644176052472784,0.023757636488360212,0.020861676271746496,0.018310284104520527,0.319589033288526
1970-01-01 00:00:00.000000019,0.03645914792798659,0.03378173974110005,0.028283977402654523,0.025910095773182498,0.3822793889712904
1970-01-01 00:00:00.000000019,0.03699181984953208,0.03558593407033278,0.03577354170297971,0.03141689803997268,0.2717955953554256
1970-01-01 00:00:00.000000019,0.03742092921856553,0.034683836905716414,0.03397963383002671,0.03203758890322188,0.23935989057198098
1970-01-01 00:00:00.000000019,0.04096474691342071,0.04042838823629563,0.03919692052729647,0.03772482087891239,0.2671603345672714
1970-01-01 00:00:00.000000020,0.045130024590920345,0.04376253858588269,0.04014620372688142,0.035999884228744075,0.30372461171263465
1970-01-01 00:00:00.000000019,0.03622979758516372,0.04024074497842137,0.0382401668103791,0.03952193216582174,0.2665181121998618
1970-01-01 00:00:00.000000019,0.039004184603050954,0.036971551240770034,0.036745250711274505,0.03389243439316229,0.2730557134854186
1970-01-01 00:00:00.000000020,0.04940628734479367,0.04783279504619045,0.04168597144340576,0.037652646242171364,0.38597286262974767
1970-01-01 00:00:00.000000021,0.055073426647017296,0.05329589525486855,0.04982584142617992,0.04710009006687098,0.3191087566046732
1970-01-01 00:00:00.000000021,0.05056782766158317,0.05182368303342724,0.05049107388658143,0.04710009006687098,0.22534012068776177
1970-01-01 00:00:00.000000021,0.05048644801308384,0.05056073874401812,0.050468648077871534,0.04569993239908497,0.24120871253876613
1970-01-01 00:00:00.000000022,0.058506273376760884,0.05553310613385257,0.05318941334169956,0.049857097867217495,0.38852576604478595
1970-01-01 00:00:00.000000022,0.05874301802092129,0.060000287548977155,0.05960263862093794,0.05711047678588434,0.3158941695383644
1970-01-01 00:00:00.000000022,0.059719602025437454,0.06102507135953203,0.06043980703368594,0.05869107792847504,0.2910289041768085
1970-01-01 00:00:00.000000021,0.0517885506115973,0.05422685743648628,0.05065552506488301,0.05208002987476572,0.30969853081207765
1970-01-01 00:00:00.000000021,0.05565790101171188,0.05401036292652098,0.05178418622072205,0.050982997421749346,0.2570015443918835
1970-01-01 00:00:00.000000022,0.06441017143440704,0.06123435305647462,0.054803929001686,0.05127168220280902,0.39639646527481415
1970-01-01 00:00:00.000000022,0.06287870438180863,0.059834296495081485,0.06033516276418151,0.05827968387564174,0.21922997260129246
1970-01-01 00:00:00.000000021,0.0572411563961973,0.057633177211031894,0.05899719881262115,0.055277285063556655,0.21328802561104954
1970-01-01 00:00:00.000000021,0.05269855768155125,0.05178759143849279,0.05188135997289399,0.051654209154126815,0.25072458530089226
1970-01-01 00:00:00.000000020,0.04727555732482559,0.05001226212626139,0.049212916843818164,0.04710009006687098,0.21189028840232588
1970-01-01 00:00:00.000000020,0.04800798827258164,0.04719772337742967,0.04774041229671104,0.044985426897386424,0.28359747392535484
1970-01-01 00:00:00.000000023,0.06953723040248562,0.06728923429086661,0.06720433196481253,0.0647103022204507,0.703968850825089
1970-01-01 00:00:00.000000023,0.0667406463693236,0.06430149167511642,0.06662131796520558,0.06315858194527992,0.3367907230840018
1970-01-01 00:00:00.000000023,0.06833129605514661,0.06723149049195357,0.07041095173278793,0.06637027756778081,0.24176266408294955
1970-01-01 00:00:00.000000023,0.06622276305045326,0.06683457930204706,0.06855723695103778,0.06421952019697354,0.24382625521805673
1970-01-01 00:00:00.000000022,0.062390412379550605,0.06272823124680485,0.06333995025376805,0.06292040426744412,0.24665022651544322
1970-01-01 00:00:00.000000023,0.06694779969687174,0.06362310183348813,0.06277187728882606,0.057839436487197235,0.1975723438475236
1970-01-01 00:00:00.000000023,0.0712092597368079,0.06737582934187067,0.06798916398609582,0.06384422034546293,0.21354310743879773
1970-01-01 00:00:00.000000023,0.06872341980623022,0.06988726476482268,0.07065760711517162,0.06796530537817709,0.2309442753938477
1970-01-01 00:00:00.000000023,0.0667554490832608,0.06899960699116217,0.06881884762479894,0.06586506887649811,0.28496671425413933
1970-01-01 00:00:00.000000024,0.07336218677205068,0.06954087079589613,0.07018670790240165,0.06504950787063864,0.28386784676185084
