Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2023-01-03,0.06877177737611706,0.08045228332700838,0.07192908104301121,0.08036393289662791,0.26047589733809917
2023-01-04,0.027038819945667925,0.0286150904072231,0.02634080946212325,0.037140292210191994,0.6094046445493643
2023-01-05,0.0,0.007204151102053524,0.009603821803058188,0.01680920704008282,0.45462653038616707
2023-01-06,0.010433177360171242,0.0,0.0,0.0,0.511109366082534
2023-01-09,0.019154047397539564,0.022054925714574236,0.028133974662793326,0.013807475448210371,0.2833298510664851
2023-01-10,0.02604326503819243,0.022336670744869336,0.03180021070557604,0.019050380332471417,0.2786196761632057
2023-01-11,0.05359982561359811,0.04101099991172963,0.04686354957100769,0.03317816800991613,0.3015521561775648
2023-01-12,0.06451075525406602,0.05690812055169403,0.056626641045732895,0.04906672343638718,0.28192338919450255
2023-01-13,0.06737795090769849,0.05477511769047261,0.062046271970797706,0.0560305891385503,0.19868272155280123
2023-01-17,0.0718379228178978,0.060972991507756036,0.07069361684312625,0.05991263507036304,0.31784636051698345
2023-01-18,0.05375897304462862,0.06688924410741415,0.06443726363368507,0.07432057703334816,0.3206144120975353
2023-01-19,0.03830821878996127,0.039280341057553625,0.045149874485168384,0.04314353318956521,0.30090291206318
2023-01-20,0.07132036818048293,0.06028895932509337,0.06041247507311087,0.047465979475346365,0.3957907106208204
2023-01-23,0.08071825027350166,0.07811801278749342,0.08089532868723837,0.07243964070891828,0.3473315786447765
2023-01-24,0.07856780703519695,0.07320791925726955,0.08404345874743135,0.0780426284153164,0.46372436151819363
2023-01-25,0.07287334207993235,0.07059192097683797,0.0460265942709851,0.04594506788631125,0.8324080786721205
2023-01-26,0.1023014814040536,0.09075530334100101,0.09026005881999011,0.08264514130172895,0.36865286754158033
2023-01-27,0.10293850511026303,0.0968726103459564,0.10950743838580324,0.10401672164303966,0.27111761134256107
2023-01-30,0.08123599090323952,0.07984867515367,0.09105710967944614,0.08608708892594474,0.26226237034398725
2023-01-31,0.10154480263672638,0.08930637561014987,0.09404572906183672,0.08184465695624799,0.27170936299757265
2023-02-01,0.12121671465888562,0.11840445853878412,0.10408799526723045,0.10005468517325655,0.3378789769707644
2023-02-02,0.16840526090445085,0.15667868999901213,0.1510312094159708,0.14335838547774415,0.4596017315046057
2023-02-03,0.14351669820476487,0.1547065459248783,0.15043337143467872,0.14623984878002816,0.30727335701274794
2023-02-06,0.13722494990296785,0.13096129323541905,0.14118828172415265,0.13783535534741553,0.21529523780143225
2023-02-07,0.18019233838104087,0.1730990406912042,0.16230862480943442,0.15020203209316352,0.6124615606818886
2023-02-08,0.1768873787965528,0.2052560443779704,0.1867368114979252,0.20090995214846996,0.6663726605126364
2023-02-09,0.16450264598878417,0.19406740996984417,0.17314779963095084,0.20331098207153497,0.4937424365865185
2023-02-10,0.162431931459597,0.1542637881573813,0.16461994307848815,0.15420417250797558,0.2615766675968292
2023-02-13,0.19516521636052953,0.1965626105348669,0.19048249018922137,0.17865758316432034,0.5253745072826119
2023-02-14,0.19855002864901716,0.19805165984015993,0.19897049975377212,0.19878852872310537,0.4190415025443919
2023-02-15,0.18988712621897808,0.183716415128503,0.189273831218557,0.18406874220099845,0.30510126385252767
2023-02-16,0.16126327969686716,0.16761760404698156,0.17217510257836144,0.16681591161083997,0.3146534256391128
2023-02-17,0.14493569563422692,0.14078705146826753,0.14860498709358716,0.1482396817315078,0.32021336713702975
2023-02-21,0.1234183677834515,0.12222768329486933,0.13098737087235512,0.12853988605760536,0.2977394245425493
2023-02-22,0.11878734493355059,0.11758759158217591,0.12599351369014433,0.12697498243417604,0.21491803117774003
2023-02-23,0.13180172375205057,0.12767436115033293,0.1265528177947225,0.13287294600920385,0.3092617547539954
2023-02-24,0.10964551227183561,0.10411180659542174,0.11704492287835744,0.1104047076825635,0.24997160433409008
2023-02-27,0.11339803138285665,0.11145490636567723,0.12219832174163292,0.12043514221406648,0.1966732899849538
2023-02-28,0.11044385331951023,0.10608876035472925,0.11956164228097488,0.1068337710683569,0.21491662892263338
2023-03-01,0.09786866437300934,0.10382925662247755,0.10781639682694033,0.11361433607620797,0.28607125980001036
2023-03-02,0.11719060084075972,0.10572563617064457,0.1070973929607354,0.09672303041726549,0.24740968425421764
2023-03-03,0.13387758406883998,0.12275201677665881,0.1301882559298161,0.11935181833619912,0.330870505947665
2023-03-06,0.14018507972064942,0.1409081109931295,0.1485250933475778,0.1363634773146417,0.23761633458928652
2023-03-07,0.12932653791782078,0.1311038565649546,0.13817817472178773,0.13584191496675213,0.20064447644702213
2023-03-08,0.12753016206503065,0.11839457319296176,0.12787120736021473,0.12677441253869148,0.14268927288865954
2023-03-09,0.12202113145577798,0.1386488669467646,0.13094741440912372,0.1339162647837494,0.27328409548235477
2023-03-10,0.107130462083047,0.11133390844596625,0.11504744526298072,0.11489837200592723,0.29684899254981867
2023-03-13,0.1284084798115872,0.13199161295702144,0.10757678474542332,0.10013338680538719,0.3670430786791318
2023-03-14,0.1558344117788193,0.1447412773956397,0.14804586087822547,0.1376475594365546,0.3709778065084268
2023-03-15,0.17439768556113067,0.16656895154696405,0.1614288967037093,0.150606955562674,0.5449654133777942
2023-03-16,0.21735286054332814,0.20723857236374676,0.1776883337853964,0.17159060294458162,0.667533727740953
2023-03-17,0.23024746030582843,0.23455358406545412,0.22978290983904304,0.22395011795822495,0.8744869499128499
2023-03-20,0.2015042067123638,0.2109506433828322,0.20393541298216833,0.21881447077923355,0.50904805107574
