Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2023-01-03,88.58870697021484,90.50720142957682,87.99227784940533,89.05589865844571,28131200
2023-01-04,87.55490112304688,90.10957942105821,86.7497248892918,89.81136487760658,34854800
2023-01-05,85.68611907958984,87.04795460904444,85.38791206805844,86.9485522718673,27194400
2023-01-06,86.81930541992188,87.16722490783211,84.35409457108759,86.27258888046856,41381500
2023-01-09,87.49525451660156,89.51315879032069,87.33621232007889,87.83323150806754,29003900
2023-01-10,87.89286804199219,88.1413776265379,85.31831238637562,85.46741965388519,30467800
2023-01-11,90.9743881225586,91.0539130121548,88.47935727874264,88.6483419812014,26862000
2023-01-12,90.58671569824219,91.32230956683387,89.2149454510414,90.93463520167036,30258100
2023-01-13,91.5708236694336,91.64040605676044,89.59268171673492,90.30839060576042,26329200
2023-01-17,90.74577331542969,91.70004934159805,89.51316772961785,91.51117960444924,32602400
2023-01-18,90.5767822265625,92.24676705092286,90.09964045506904,91.59069806310823,29116700
2023-01-19,92.49527740478516,93.05193648946374,90.08969868047147,90.17916608131551,37000400
2023-01-20,97.43563842773438,97.7139755439256,94.45352329516994,94.5330481855103,63191100
2023-01-23,99.19509887695312,99.44360849206205,96.91874989248586,97.36606416611731,40005100
2023-01-24,97.1175537109375,99.01617079422424,96.62053448501887,97.51517060845472,33078500
2023-01-25,94.65233612060547,95.5867346282462,93.20104099030006,95.00024803815968,42330000
2023-01-26,96.9386215209961,96.98832647460665,94.81137994973582,95.92470568897652,30114000
2023-01-27,98.77759552001953,99.7219289376006,96.72987132152899,96.72987132152899,33879800
2023-01-30,96.36209106445312,97.7040414731996,95.8253093841722,96.89887274473404,27226200
2023-01-31,98.2507553100586,98.2905177575421,96.24280100756562,96.29250596289785,29870700
2023-02-01,99.83128356933594,100.58675492794167,96.998275454454,98.121536192239,35531100
2023-02-02,107.09769439697266,107.20703922697543,104.9803953489312,105.16926507055616,69883800
2023-02-03,104.15534210205078,107.16727723378527,101.96846066058136,102.31637258300907,65309300
2023-02-06,102.28656005859375,103.73785531442373,101.27263657241325,101.78954082369671,31999600
2023-02-07,106.998291015625,107.53507265289669,102.50524085818532,102.60464317977393,49010200
2023-02-08,98.77759552001953,102.52511683659164,97.45552266827733,101.4416186539757,94743500
2023-02-09,94.44358825683594,99.43365756899807,93.07181044382328,99.40383763113448,119455000
2023-02-10,94.0062026977539,96.17320651747302,93.68811074182773,94.88095368057328,54980700
