Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,Close,High,Low,Open,Volume
2023-01-03,234.80897521972656,239.5800018310547,245.75,237.39999389648438,243.0800018310547,25740000
2023-01-04,224.5376739501953,229.10000610351562,232.8699951171875,225.9600067138672,232.27999877929688,50623400
2023-01-05,217.8828582763672,222.30999755859375,227.5500030517578,221.75999450683594,227.1999969482422,39585600
2023-01-06,220.45068359375,224.92999267578125,225.75999450683594,219.35000610351562,223.0,43613600
2023-01-09,222.59706115722656,227.1199951171875,231.24000549316406,226.41000366210938,226.4499969482422,27369800
2023-01-10,224.29263305664062,228.85000610351562,231.30999755859375,227.3300018310547,227.75999450683594,27033900
2023-01-11,231.07479858398438,235.77000427246094,235.9499969482422,231.11000061035156,231.2899932861328,28669300
2023-01-12,233.76026916503906,238.50999450683594,239.89999389648438,233.55999755859375,235.25999450683594,27269500
2023-01-13,234.46591186523438,239.22999572753906,239.3699951171875,234.9199981689453,237.0,21333300
2023-01-17,235.56361389160156,240.35000610351562,240.91000366210938,237.08999633789062,237.97000122070312,29831300
2023-01-18,231.114013671875,235.80999755859375,242.3800048828125,235.52000427246094,241.57000732421875,30028700
2023-01-19,227.31129455566406,231.92999267578125,235.52000427246094,230.67999267578125,233.77999877929688,28623000
2023-01-20,235.43618774414062,240.22000122070312,240.74000549316406,234.50999450683594,234.86000061035156,35389800
2023-01-23,237.74920654296875,242.5800018310547,245.1699981689453,239.64999389648438,241.10000610351562,31934000
2023-01-24,237.21995544433594,242.0399932861328,243.9499969482422,240.44000244140625,242.5,40234400
2023-01-25,235.81842041015625,240.61000061035156,243.3000030517578,230.89999389648438,234.47999572753906,66526600
2023-01-26,243.061279296875,248.0,248.30999755859375,242.0,243.64999389648438,33454500
2023-01-27,243.21810913085938,248.16000366210938,249.8300018310547,246.8300018310547,248.99000549316406,26498900
2023-01-30,237.8766326904297,242.7100067138672,245.60000610351562,242.1999969482422,244.50999450683594,25867400
2023-01-31,242.8750457763672,247.80999755859375,247.9499969482422,242.9499969482422,243.4499969482422,26541100
2023-02-01,247.7166748046875,252.75,255.17999267578125,245.47000122070312,248.0,31259900
2023-02-02,259.3306884765625,264.6000061035156,264.69000244140625,257.25,258.82000732421875,39940400
2023-02-03,253.20516967773438,258.3500061035156,264.20001220703125,257.1000061035156,259.5400085449219,29077300
2023-02-06,251.65663146972656,256.7699890136719,258.29998779296875,254.77999877929688,257.44000244140625,22518000
2023-02-07,262.2317810058594,267.55999755859375,268.7699890136719,260.0799865722656,260.5299987792969,50841400
2023-02-08,261.4183044433594,266.7300109863281,276.760009765625,266.2099914550781,273.20001220703125,54686000
2023-02-09,258.3702087402344,263.6199951171875,273.9800109863281,262.79998779296875,273.79998779296875,42375100
2023-02-10,257.8605651855469,263.1000061035156,264.0899963378906,260.6600036621094,261.5299987792969,25818500
2023-02-13,265.9168395996094,271.32000732421875,274.6000061035156,267.1499938964844,267.6400146484375,44630900
2023-02-14,266.7499694824219,272.1700134277344,274.9700012207031,269.2799987792969,272.6700134277344,37047900
2023-02-15,264.6178283691406,269.32000732421875,270.7300109863281,266.17999267578125,268.32000732421875,28922400
2023-02-16,257.572998046875,262.1499938964844,266.739990234375,261.8999938964844,264.0199890136719,29603600
2023-02-17,253.55442810058594,258.05999755859375,260.0899963378906,256.0,259.3900146484375,30000100
2023-02-21,248.25852966308594,252.6699981689453,255.49000549316406,251.58999633789062,254.47999572753906,28397400
2023-02-22,247.1187744140625,251.50999450683594,254.33999633789062,250.33999633789062,254.08999633789062,22491100
2023-02-23,250.32186889648438,254.77000427246094,256.8399963378906,250.47999572753906,255.55999755859375,29219100
2023-02-24,244.8687744140625,249.22000122070312,251.0,248.10000610351562,249.9600067138672,24990900
2023-02-27,245.79234313964844,250.16000366210938,252.82000732421875,249.38999938964844,252.4600067138672,21190000
2023-02-28,245.06529235839844,249.4199981689453,251.49000549316406,248.72999572753906,249.07000732421875,22491000
2023-03-01,241.97027587890625,246.27000427246094,250.92999267578125,245.7899932861328,250.75999450683594,27565300
2023-03-02,246.7257843017578,251.11000061035156,251.39999389648438,245.61000061035156,246.5500030517578,24808200
2023-03-03,250.832763671875,255.2899932861328,255.6199951171875,251.38999938964844,252.19000244140625,30760100
2023-03-06,252.3852081298828,256.8699951171875,260.1199951171875,255.97999572753906,256.42999267578125,24109800
2023-03-07,249.71267700195312,254.14999389648438,257.69000244140625,253.38999938964844,256.29998779296875,21473200
2023-03-08,249.27053833007812,253.6999969482422,254.5399932861328,250.80999755859375,254.0399932861328,17340200
2023-03-09,247.91465759277344,252.32000732421875,259.55999755859375,251.5800018310547,255.82000732421875,26653400
2023-03-10,244.249755859375,248.58999633789062,252.7899932861328,247.60000610351562,251.0800018310547,28333900
2023-03-13,249.48670959472656,253.9199981689453,257.9100036621094,245.72999572753906,247.39999389648438,33339700
2023-03-14,256.2367248535156,260.7900085449219,261.07000732421875,255.86000061035156,256.75,33620300
2023-03-15,260.8055725097656,265.44000244140625,266.4800109863281,259.2099914550781,259.9800109863281,46028000
2023-03-16,271.3777160644531,276.20001220703125,276.55999755859375,263.2799987792969,265.2099914550781,54768800
2023-03-17,274.55133056640625,279.42999267578125,283.3299865722656,276.32000732421875,278.260009765625,69527400
2023-03-20,267.4770202636719,272.2300109863281,277.4800109863281,269.8500061035156,276.9800109863281,43466600
2023-03-21,268.9999694824219,273.7799987792969,275.0,269.5199890136719,274.8800048828125,34558700
2023-03-22,267.5359802246094,272.2900085449219,281.0400085449219,272.17999267578125,273.3999938964844,34873300
2023-03-23,272.812255859375,277.6600036621094,281.05999755859375,275.20001220703125,277.94000244140625,36610900
